Student_ID,Name,Gender,Department,10th_Percentage,12th_Percentage,Graduation_Percentage,Attendance_Percentage,Internship,Technical_Skills_Score,Aptitude_Score,Communication_Score,Projects_Count,Backlogs,Placement_Status,Company_Name,Package_LPA,Placement_Category,Performance_Level
S212,Saksham Dora,Male,Electronics,70%,91%,78%,73%,Completed,61,81,77,2,3,Not Placed,,,Low Package,Good
S213,Ishaan Jayaraman,Female,Electronics,92%,91%,86%,96%,Not Completed,53,72,89,4,3,Placed,Accenture,4.2,Low Package,Excellent
S214,Anvi Lad,Female,IT,77%,74%,78%,75%,Not Completed,55,86,60,4,3,Placed,Deloitte,9.8,High Package,Good
S215,Zaina Bhagat,Female,Electronics,62%,88%,73%,92%,Not Completed,57,67,86,1,0,Not Placed,,,Low Package,Good
S216,Drishya Kale,Male,Civil,67%,75%,73%,87%,Completed,78,66,52,6,2,Not Placed,,,Low Package,Good
S217,Yakshit Desai,Female,Electronics,77%,94%,70%,85%,Not Completed,58,63,89,6,1,Placed,Deloitte,3.5,Low Package,Good
S218,Vidur Bains,Male,CS,86%,63%,77%,73%,Not Completed,67,82,86,6,2,Not Placed,,,Low Package,Good
S219,Nitya Ramakrishnan,Female,Civil,69%,77%,86%,89%,Completed,95,70,59,4,1,Placed,Deloitte,10.6,High Package,Excellent
S220,Advika Din,Female,Civil,91%,80%,60%,70%,Completed,82,67,75,6,0,Placed,Cognizant,11.4,High Package,Average
S221,Anya Brahmbhatt,Female,Mechanical,80%,78%,81%,73%,Not Completed,84,75,54,5,2,Placed,Accenture,10.4,High Package,Excellent
S222,Aarav Dutt,Female,IT,67%,70%,88%,94%,Not Completed,53,52,93,1,2,Placed,Cognizant,10.1,High Package,Excellent
S223,Anika Bir,Male,Mechanical,65%,83%,76%,70%,Not Completed,58,91,94,3,1,Not Placed,,,Low Package,Good
S224,Parinaaz Sandal,Male,Civil,65%,66%,60%,78%,Completed,90,69,75,4,0,Placed,Cognizant,9.3,High Package,Average
S225,Jivika Kaur,Female,IT,60%,81%,67%,92%,Completed,64,83,87,6,1,Not Placed,,,Low Package,Average
S226,Kartik Kalla,Male,Mechanical,83%,79%,68%,89%,Completed,64,74,54,2,3,Placed,Cognizant,10.3,High Package,Average
S227,Mehul Bava,Female,Mechanical,73%,69%,86%,93%,Completed,86,50,83,2,0,Placed,Capgemini,8.9,High Package,Excellent
S228,Prerak Varty,Female,Mechanical,87%,80%,68%,80%,Completed,57,87,58,3,0,Not Placed,,,Low Package,Average
S229,Eva Chatterjee,Male,Mechanical,73%,93%,92%,77%,Completed,88,88,85,6,1,Placed,Cognizant,8.5,High Package,Excellent
S230,Faiyaz Deshmukh,Female,IT,75%,91%,64%,98%,Not Completed,53,65,91,1,2,Not Placed,,,Low Package,Average
S231,Adah Sethi,Female,Electronics,71%,90%,64%,66%,Not Completed,74,86,58,5,2,Not Placed,,,Low Package,Average
S232,Gatik Bajaj,Female,Electronics,86%,87%,85%,70%,Completed,63,52,66,6,0,Placed,Deloitte,6.6,Medium Package,Excellent
S233,Aaina Kaur,Male,CS,94%,80%,85%,69%,Completed,69,55,55,3,2,Not Placed,,,Low Package,Excellent
S234,Saanvi Dhar,Male,Civil,63%,79%,71%,72%,Not Completed,65,55,53,1,1,Not Placed,,,Low Package,Good
S235,Nehmat Lala,Female,CS,83%,68%,77%,72%,Completed,81,72,60,1,0,Not Placed,,,Low Package,Good
S236,Anvi Singhal,Male,Civil,89%,92%,83%,68%,Not Completed,83,54,67,4,3,Not Placed,,,Low Package,Excellent
S237,Shamik Khurana,Male,CS,92%,60%,62%,65%,Completed,66,56,60,2,2,Not Placed,,,Low Package,Average
S238,Sana Choudhury,Female,CS,80%,75%,86%,85%,Completed,74,59,73,3,3,Placed,Deloitte,3.3,Low Package,Excellent
S239,Misha Thakkar,Male,Civil,64%,89%,78%,84%,Completed,82,93,57,3,2,Placed,Infosys,5,Low Package,Good
S240,Eva Edwin,Female,Electronics,75%,89%,83%,96%,Completed,73,62,50,2,3,Not Placed,,,Low Package,Excellent
S241,Abram Keer,Male,Mechanical,60%,84%,79%,71%,Completed,76,51,50,2,1,Placed,Capgemini,6.1,Medium Package,Good
S242,Alia Boase,Female,IT,62%,74%,86%,88%,Completed,53,59,81,4,3,Not Placed,,,Low Package,Excellent
S243,Damini Sane,Male,Electronics,63%,87%,68%,80%,Completed,58,90,82,3,0,Not Placed,,,Low Package,Average
S244,Myra Wable,Female,Mechanical,74%,64%,72%,73%,Not Completed,94,70,75,5,2,Not Placed,,,Low Package,Good
S245,Shanaya Savant,Female,Civil,67%,94%,82%,78%,Completed,60,78,56,4,1,Not Placed,,,Low Package,Excellent
S246,Navya Chaudhry,Male,CS,80%,69%,65%,80%,Not Completed,57,55,66,3,3,Placed,Deloitte,9.2,High Package,Average
S247,Ojas Khosla,Female,Electronics,95%,75%,66%,94%,Not Completed,69,66,93,1,0,Placed,TCS,11.6,High Package,Average
S248,Nishith Bumb,Female,IT,76%,64%,61%,69%,Completed,53,64,50,2,0,Placed,Infosys,10.4,High Package,Average
S249,Vritika Sood,Female,Civil,91%,61%,84%,92%,Not Completed,71,57,55,2,1,Placed,Accenture,3.5,Low Package,Excellent
S250,Tushar Sani,Male,IT,75%,78%,91%,91%,Not Completed,67,67,61,5,1,Not Placed,,,Low Package,Excellent
S251,Miraya Chacko,Male,Electronics,61%,84%,82%,95%,Not Completed,67,74,55,5,0,Placed,Accenture,4.8,Low Package,Excellent
S252,Renee Dasgupta,Female,CS,61%,80%,74%,66%,Not Completed,82,70,86,3,2,Not Placed,,,Low Package,Good
S253,Pranay Das,Male,Mechanical,94%,63%,74%,89%,Completed,72,87,83,3,3,Placed,Infosys,3.9,Low Package,Good
S254,Anika Dave,Female,Electronics,61%,82%,69%,77%,Completed,87,70,65,4,1,Placed,Deloitte,9.6,High Package,Average
S255,Raghav Saini,Male,Electronics,90%,60%,81%,77%,Not Completed,52,55,81,2,1,Placed,Infosys,8.4,High Package,Excellent
S256,Vivaan Garg,Male,IT,93%,83%,64%,88%,Not Completed,53,51,70,6,1,Placed,Capgemini,9.3,High Package,Average
S257,Chirag Dayal,Female,Civil,80%,71%,82%,79%,Not Completed,69,70,71,6,0,Placed,Infosys,9.6,High Package,Excellent
S258,Samarth Das,Female,Electronics,62%,71%,80%,79%,Completed,94,68,69,6,3,Placed,Infosys,9.6,High Package,Excellent
S259,Gatik Choudhry,Male,IT,81%,88%,60%,81%,Completed,71,54,59,2,3,Placed,Wipro,11.8,High Package,Average
S260,Pari Sodhi,Female,Civil,86%,70%,86%,96%,Completed,66,56,72,4,0,Placed,Cognizant,3,Low Package,Excellent
S261,Nehmat Golla,Male,CS,88%,64%,62%,83%,Not Completed,80,86,56,1,3,Not Placed,,,Low Package,Average
S262,Lakshit Choudhary,Male,Electronics,65%,81%,90%,66%,Not Completed,54,71,56,4,2,Placed,Accenture,4.4,Low Package,Excellent
S263,Tanya Bajaj,Male,CS,86%,95%,76%,83%,Completed,53,56,60,3,3,Not Placed,,,Low Package,Good
S264,Kimaya Kala,Female,CS,63%,83%,60%,92%,Completed,75,86,53,1,0,Not Placed,,,Low Package,Average
S265,Rohan Ramakrishnan,Male,Civil,67%,79%,85%,95%,Not Completed,56,51,62,4,3,Placed,Infosys,8.7,High Package,Excellent
S266,Vanya Yadav,Female,CS,88%,62%,76%,93%,Not Completed,84,74,91,4,0,Placed,Wipro,11,High Package,Good
S267,Shamik Tata,Male,IT,82%,94%,86%,79%,Not Completed,86,53,67,5,1,Placed,Deloitte,9.3,High Package,Excellent
S268,Krish Rege,Female,Electronics,75%,90%,79%,70%,Completed,76,84,83,4,3,Not Placed,,,Low Package,Good
S269,Aarna Ahluwalia,Male,IT,87%,65%,87%,77%,Completed,78,61,57,6,1,Placed,Infosys,10.3,High Package,Excellent
S270,Khushi Gola,Female,Electronics,80%,77%,89%,65%,Completed,54,55,70,6,2,Not Placed,,,Low Package,Excellent
S271,Trisha Rajagopalan,Male,IT,66%,78%,82%,91%,Not Completed,59,59,76,3,0,Not Placed,,,Low Package,Excellent
S272,Prerak Chad,Male,Electronics,85%,62%,85%,86%,Not Completed,88,80,86,6,3,Placed,Infosys,5.5,Medium Package,Excellent
S273,Ehsaan Chatterjee,Female,Mechanical,77%,91%,66%,79%,Completed,67,73,80,2,0,Placed,TCS,6,Medium Package,Average
S274,Ishita Gera,Male,CS,88%,73%,86%,96%,Not Completed,67,76,70,5,3,Not Placed,,,Low Package,Excellent
S275,Kartik Upadhyay,Female,CS,93%,61%,71%,77%,Not Completed,60,54,82,2,0,Not Placed,,,Low Package,Good
S276,Manikya Jain,Male,Mechanical,83%,89%,92%,90%,Completed,79,53,52,6,1,Not Placed,,,Low Package,Excellent
S277,Ryan Sehgal,Female,Electronics,95%,82%,82%,75%,Completed,73,81,65,3,0,Placed,Capgemini,7,Medium Package,Excellent
S278,Seher Chada,Male,CS,74%,73%,77%,91%,Completed,74,53,51,5,2,Placed,Deloitte,8.2,High Package,Good
S279,Vivaan Sane,Male,Mechanical,79%,77%,87%,89%,Completed,58,91,80,3,0,Placed,Capgemini,10.2,High Package,Excellent
S280,Lakshay Ramanathan,Female,Electronics,66%,60%,92%,88%,Not Completed,79,69,63,5,2,Not Placed,,,Low Package,Excellent
S281,Shayak Kalla,Female,Mechanical,76%,79%,72%,74%,Not Completed,56,80,93,5,2,Placed,Wipro,11.9,High Package,Good
S282,Ishita Devan,Male,Civil,78%,76%,86%,90%,Completed,75,92,88,4,0,Placed,Wipro,9.1,High Package,Excellent
S283,Misha Virk,Female,Mechanical,92%,79%,70%,76%,Completed,95,64,71,3,1,Placed,Cognizant,7.8,Medium Package,Good
S284,Renee Bhatt,Male,CS,82%,74%,79%,91%,Completed,66,85,58,3,3,Placed,Cognizant,11.1,High Package,Good
S285,Tara Sridhar,Male,Civil,72%,92%,67%,89%,Not Completed,68,79,87,5,2,Placed,Accenture,3.5,Low Package,Average
S286,Badal Kade,Female,CS,80%,71%,65%,96%,Not Completed,59,58,53,3,3,Placed,Wipro,6.7,Medium Package,Average
S287,Bhavin Edwin,Female,CS,70%,70%,91%,70%,Completed,53,50,90,2,2,Not Placed,,,Low Package,Excellent
S288,Indranil Kota,Male,IT,94%,72%,83%,65%,Not Completed,77,80,75,3,3,Not Placed,,,Low Package,Excellent
S289,Bhamini Acharya,Male,CS,82%,79%,68%,71%,Completed,50,90,93,4,0,Not Placed,,,Low Package,Average
S290,Misha Kumer,Female,Electronics,93%,81%,87%,73%,Not Completed,52,69,54,3,1,Not Placed,,,Low Package,Excellent
S291,Nakul Ahuja,Male,CS,61%,92%,70%,72%,Not Completed,60,75,62,3,2,Placed,Infosys,5,Low Package,Good
S292,Badal Shetty,Male,Electronics,63%,66%,61%,68%,Completed,66,84,90,6,3,Not Placed,,,Low Package,Average
S293,Alisha Bora,Female,Civil,69%,73%,60%,84%,Completed,74,57,78,4,3,Not Placed,,,Low Package,Average
S294,Adah Mammen,Male,Electronics,67%,78%,67%,71%,Completed,88,94,89,4,2,Placed,Accenture,10.5,High Package,Average
S295,Bhavin Ratti,Female,CS,62%,95%,91%,78%,Completed,83,62,66,6,1,Placed,Wipro,9.3,High Package,Excellent
S296,Anahi Devi,Male,IT,91%,69%,65%,97%,Not Completed,50,50,65,1,2,Not Placed,,,Low Package,Average
S297,Reyansh Sridhar,Female,Civil,63%,66%,71%,67%,Completed,64,79,91,3,2,Not Placed,,,Low Package,Good
S298,Mannat Keer,Male,Mechanical,82%,88%,77%,70%,Not Completed,57,56,77,3,2,Placed,TCS,10.7,High Package,Good
S299,Anika Chandran,Female,Civil,90%,86%,70%,72%,Not Completed,75,75,57,2,1,Not Placed,,,Low Package,Good
S300,Aaryahi Wali,Female,CS,84%,82%,61%,73%,Completed,76,87,56,4,1,Not Placed,,,Low Package,Average
S301,Piya Bassi,Male,Electronics,74%,81%,66%,92%,Not Completed,78,52,76,6,0,Placed,Wipro,8.9,High Package,Average
S302,Ivan Doshi,Female,CS,95%,63%,60%,75%,Completed,92,93,72,5,3,Not Placed,,,Low Package,Average
S303,Alia Johal,Male,Mechanical,77%,63%,92%,79%,Not Completed,54,81,60,5,3,Not Placed,,,Low Package,Excellent
S304,Indranil Sane,Female,IT,91%,88%,80%,72%,Not Completed,55,79,65,4,3,Not Placed,,,Low Package,Excellent
S305,Miraan Balakrishnan,Male,Electronics,79%,92%,73%,94%,Completed,76,52,75,3,0,Placed,Capgemini,7.9,Medium Package,Good
S306,Anvi Warrior,Female,Mechanical,88%,67%,66%,79%,Not Completed,79,71,64,1,0,Not Placed,,,Low Package,Average
S307,Farhan Sethi,Female,IT,62%,70%,91%,73%,Not Completed,68,85,90,6,2,Not Placed,,,Low Package,Excellent
S308,Trisha Balay,Female,CS,89%,72%,81%,71%,Not Completed,89,62,66,4,0,Placed,TCS,11.4,High Package,Excellent
S309,Piya Edwin,Male,Civil,60%,93%,63%,92%,Completed,79,92,78,5,0,Placed,Capgemini,11.6,High Package,Average
S310,Onkar Ramakrishnan,Male,IT,84%,80%,92%,89%,Not Completed,87,61,94,4,1,Not Placed,,,Low Package,Excellent
S311,Jayan Krishnamurthy,Male,CS,86%,92%,79%,85%,Completed,71,68,75,6,2,Not Placed,,,Low Package,Good
S312,Suhana Mangal,Female,CS,71%,92%,80%,72%,Completed,89,95,63,3,1,Not Placed,,,Low Package,Excellent
S313,Miraya Singhal,Male,Electronics,66%,61%,84%,74%,Not Completed,84,68,93,1,3,Not Placed,,,Low Package,Excellent
S314,Neysa Warrior,Female,CS,63%,78%,73%,67%,Completed,60,68,67,3,1,Not Placed,,,Low Package,Good
S315,Anika Rao,Female,CS,92%,78%,63%,89%,Not Completed,93,85,89,4,0,Placed,Cognizant,8.8,High Package,Average
S316,Anahi Vyas,Female,CS,88%,74%,83%,77%,Not Completed,53,50,85,6,2,Not Placed,,,Low Package,Excellent
S317,Ahana  Krishna,Male,Civil,62%,87%,77%,81%,Completed,61,93,78,2,2,Placed,Infosys,11.7,High Package,Good
S318,Divij Hora,Male,IT,69%,80%,63%,84%,Completed,71,79,50,4,2,Not Placed,,,Low Package,Average
S319,Suhana Bumb,Male,Civil,94%,94%,85%,70%,Not Completed,70,83,95,3,0,Placed,Infosys,7.7,Medium Package,Excellent
S320,Jivin Raman,Female,Electronics,60%,67%,82%,93%,Completed,71,71,92,2,1,Placed,Wipro,5.6,Medium Package,Excellent
S321,Jivika Khatri,Female,Mechanical,94%,78%,61%,98%,Completed,70,74,93,3,0,Placed,Deloitte,11.5,High Package,Average
S322,Ojas Sheth,Male,CS,94%,94%,60%,69%,Not Completed,68,91,52,2,3,Placed,Wipro,7.6,Medium Package,Average
S323,Madhav Bansal,Female,IT,69%,61%,89%,86%,Completed,63,84,56,1,3,Not Placed,,,Low Package,Excellent
S324,Jhanvi Goswami,Male,Electronics,74%,76%,86%,89%,Completed,61,66,53,4,0,Not Placed,,,Low Package,Excellent
S325,Taimur Kaur,Male,Electronics,60%,64%,62%,69%,Not Completed,51,74,70,3,3,Not Placed,,,Low Package,Average
S326,Trisha Savant,Female,Civil,85%,61%,90%,75%,Completed,69,88,93,5,2,Placed,Wipro,9.9,High Package,Excellent
S327,Mehul Wable,Female,IT,95%,95%,69%,72%,Completed,84,68,75,1,1,Placed,Cognizant,4.3,Low Package,Average
S328,Diya Dey,Male,Mechanical,73%,86%,92%,74%,Completed,85,55,84,2,3,Not Placed,,,Low Package,Excellent
S329,Divij Guha,Male,Electronics,89%,95%,64%,83%,Completed,66,62,89,6,1,Placed,TCS,4.6,Low Package,Average
S330,Ryan Kari,Female,Mechanical,68%,75%,66%,83%,Completed,62,87,56,5,2,Not Placed,,,Low Package,Average
S331,Ishita Malhotra,Female,Electronics,69%,83%,80%,92%,Completed,81,78,70,2,1,Placed,Wipro,8.5,High Package,Excellent
S332,Ojas Sachdeva,Female,Mechanical,83%,68%,81%,95%,Completed,64,95,65,4,2,Not Placed,,,Low Package,Excellent
S333,Divyansh Aggarwal,Male,Mechanical,68%,94%,72%,81%,Not Completed,81,85,69,6,2,Placed,Infosys,8.8,High Package,Good
S334,Amira Goyal,Female,Electronics,73%,62%,76%,95%,Completed,82,90,51,6,0,Placed,Deloitte,8.2,High Package,Good
S335,Keya Walia,Female,CS,89%,92%,92%,70%,Completed,64,87,75,4,2,Not Placed,,,Low Package,Excellent
S336,Oorja Dara,Male,Electronics,68%,88%,70%,76%,Not Completed,65,89,92,5,0,Not Placed,,,Low Package,Good
S337,Keya Dua,Male,IT,76%,83%,74%,67%,Completed,52,64,72,6,3,Not Placed,,,Low Package,Good
S338,Adah Atwal,Female,IT,93%,77%,76%,76%,Completed,80,79,74,4,2,Placed,TCS,11.8,High Package,Good
S339,Faiyaz Ravi,Female,Civil,74%,93%,85%,87%,Not Completed,91,54,87,3,2,Not Placed,,,Low Package,Excellent
S340,Mishti Malhotra,Male,Electronics,77%,73%,69%,76%,Not Completed,50,82,88,2,3,Placed,Accenture,4.5,Low Package,Average
S341,Shamik Bhandari,Male,Civil,90%,90%,73%,75%,Not Completed,64,76,92,6,0,Not Placed,,,Low Package,Good
S342,Shaan Ghosh,Male,CS,92%,62%,69%,68%,Not Completed,52,58,65,2,0,Not Placed,,,Low Package,Average
S343,Lakshit Aggarwal,Male,Mechanical,65%,73%,88%,95%,Not Completed,75,88,83,4,1,Not Placed,,,Low Package,Excellent
S344,Ojas Varghese,Male,Electronics,92%,76%,70%,86%,Completed,88,59,76,4,1,Placed,Deloitte,8.2,High Package,Good
S345,Uthkarsh Doctor,Female,CS,66%,71%,90%,67%,Completed,74,58,74,5,1,Placed,TCS,3.1,Low Package,Excellent
S346,Yuvraj  Kale,Male,Civil,93%,86%,83%,67%,Completed,92,58,80,6,0,Placed,Capgemini,7.9,Medium Package,Excellent
S347,Manjari Salvi,Male,Civil,68%,76%,90%,79%,Not Completed,74,72,80,1,1,Not Placed,,,Low Package,Excellent
S348,Aarav Dugal,Male,Electronics,93%,67%,60%,89%,Not Completed,62,50,66,6,3,Not Placed,,,Low Package,Average
S349,Stuvan Jain,Female,Mechanical,94%,87%,83%,82%,Completed,73,56,76,6,2,Placed,Accenture,8.9,High Package,Excellent
S350,Kanav Suri,Male,Mechanical,95%,95%,90%,81%,Not Completed,85,85,76,3,1,Not Placed,,,Low Package,Excellent
S351,Nitya Comar,Male,Civil,70%,66%,73%,97%,Not Completed,92,57,58,4,3,Not Placed,,,Low Package,Good
S352,Pranay Ganesan,Male,Civil,87%,65%,64%,81%,Not Completed,74,90,60,2,0,Placed,Deloitte,3.8,Low Package,Average
S353,Khushi Lall,Female,Electronics,63%,71%,91%,93%,Not Completed,52,74,88,1,0,Not Placed,,,Low Package,Excellent
S354,Shray Ahluwalia,Male,Electronics,70%,62%,83%,80%,Completed,52,88,62,6,2,Not Placed,,,Low Package,Excellent
S355,Shalv Handa,Female,Civil,72%,93%,60%,69%,Completed,67,75,55,1,1,Not Placed,,,Low Package,Average
S356,Gokul Mann,Male,Civil,85%,60%,76%,76%,Not Completed,67,64,72,4,2,Not Placed,,,Low Package,Good
S357,Advik Kata,Female,Electronics,76%,88%,84%,95%,Completed,68,71,82,2,0,Placed,TCS,10.2,High Package,Excellent
S358,Shayak Guha,Male,Civil,74%,74%,80%,91%,Not Completed,79,87,93,3,3,Placed,Accenture,4,Low Package,Excellent
S359,Lakshay Wali,Female,IT,95%,71%,90%,85%,Completed,68,55,65,3,2,Not Placed,,,Low Package,Excellent
S360,Emir Yohannan,Male,CS,75%,76%,73%,79%,Completed,93,62,61,2,2,Not Placed,,,Low Package,Good
S361,Taimur Kant,Female,Electronics,60%,94%,62%,95%,Completed,56,57,59,3,2,Placed,Cognizant,11.6,High Package,Average
S362,Amira Ganguly,Female,Civil,74%,68%,63%,98%,Not Completed,67,81,86,4,3,Placed,Deloitte,11.2,High Package,Average
S363,Vaibhav Ganguly,Male,Civil,67%,93%,89%,85%,Not Completed,72,75,82,6,0,Not Placed,,,Low Package,Excellent
S364,Tiya Dhar,Male,Mechanical,83%,76%,71%,81%,Completed,63,74,93,2,0,Not Placed,,,Low Package,Good
S365,Anaya Issac,Female,Mechanical,83%,85%,77%,93%,Not Completed,71,73,89,2,3,Placed,Accenture,6.8,Medium Package,Good
S366,Hridaan Chaudhari,Female,Civil,72%,69%,69%,95%,Completed,67,65,56,1,1,Not Placed,,,Low Package,Average
S367,Ivan Savant,Female,Civil,79%,76%,63%,90%,Completed,58,90,81,1,3,Not Placed,,,Low Package,Average
S368,Kabir Chaudhari,Male,Civil,81%,76%,83%,88%,Completed,66,80,63,5,0,Not Placed,,,Low Package,Excellent
S369,Nitya Lata,Male,Electronics,94%,71%,78%,87%,Not Completed,76,57,51,3,2,Not Placed,,,Low Package,Good
S370,Azad Raval,Female,CS,70%,81%,86%,90%,Not Completed,74,89,55,1,3,Not Placed,,,Low Package,Excellent
S371,Lavanya Sandhu,Female,Mechanical,85%,77%,88%,88%,Completed,64,70,71,6,1,Not Placed,,,Low Package,Excellent
S372,Taran Atwal,Female,IT,73%,70%,85%,71%,Not Completed,61,51,60,1,3,Placed,Cognizant,5.1,Medium Package,Excellent
S373,Lagan Dugar,Male,IT,76%,69%,65%,89%,Completed,53,51,85,3,3,Not Placed,,,Low Package,Average
S374,Siya Bumb,Male,IT,62%,82%,80%,95%,Completed,78,90,68,4,1,Placed,Infosys,4.2,Low Package,Excellent
S375,Zain Babu,Female,Electronics,94%,79%,82%,95%,Not Completed,94,84,58,5,3,Placed,Capgemini,8.4,High Package,Excellent
S376,Divyansh Kota,Female,IT,60%,93%,68%,87%,Completed,69,73,78,3,0,Placed,Accenture,5.3,Medium Package,Average
S377,Tara Chandran,Male,Civil,78%,74%,60%,88%,Not Completed,81,80,94,2,0,Not Placed,,,Low Package,Average
S378,Dhanush Virk,Female,Civil,74%,76%,65%,92%,Not Completed,65,60,75,6,3,Not Placed,,,Low Package,Average
S379,Saksham Varma,Female,CS,64%,71%,68%,83%,Completed,91,84,68,1,2,Not Placed,,,Low Package,Average
S380,Saanvi Devan,Male,Mechanical,61%,69%,63%,66%,Not Completed,94,89,67,2,3,Not Placed,,,Low Package,Average
S381,Jayant Saini,Male,CS,65%,69%,60%,96%,Completed,58,95,67,2,2,Not Placed,,,Low Package,Average
S382,Saksham Banerjee,Male,Mechanical,65%,69%,63%,82%,Not Completed,81,73,69,4,3,Not Placed,,,Low Package,Average
S383,Emir Hans,Male,IT,75%,84%,88%,80%,Completed,62,66,61,6,3,Not Placed,,,Low Package,Excellent
S384,Alisha Bala,Male,Civil,84%,79%,80%,75%,Completed,56,83,79,6,1,Not Placed,,,Low Package,Excellent
S385,Renee Dani,Male,CS,67%,75%,87%,85%,Completed,80,90,66,1,0,Placed,Wipro,4.8,Low Package,Excellent
S386,Sara Sur,Female,Electronics,69%,83%,65%,80%,Completed,57,75,87,2,2,Placed,TCS,11.7,High Package,Average
S387,Ryan Iyer,Male,IT,82%,69%,66%,73%,Not Completed,89,71,93,4,0,Not Placed,,,Low Package,Average
S388,Gatik Yogi,Male,IT,84%,82%,68%,81%,Completed,91,72,85,1,2,Not Placed,,,Low Package,Average
S389,Umang Bawa,Female,CS,71%,94%,82%,85%,Not Completed,68,84,85,6,3,Not Placed,,,Low Package,Excellent
S390,Vanya Chakraborty,Female,Mechanical,94%,83%,89%,65%,Not Completed,85,60,88,6,2,Placed,Capgemini,4.4,Low Package,Excellent
S391,Myra Saini,Male,Mechanical,64%,94%,84%,77%,Not Completed,89,73,51,5,1,Not Placed,,,Low Package,Excellent
S392,Amira Mahal,Female,IT,66%,93%,64%,67%,Not Completed,68,70,89,2,1,Not Placed,,,Low Package,Average
S393,Hunar Sarraf,Female,Civil,93%,76%,63%,88%,Completed,56,81,62,2,0,Placed,TCS,3.3,Low Package,Average
S394,Gokul Bassi,Male,Mechanical,95%,86%,83%,68%,Completed,91,81,63,5,0,Placed,Accenture,10.2,High Package,Excellent
S395,Ryan Manda,Male,Electronics,84%,72%,72%,98%,Not Completed,69,54,54,6,0,Placed,Capgemini,3.9,Low Package,Good
S396,Jivika Chopra,Female,Civil,87%,66%,70%,76%,Completed,85,76,85,5,1,Placed,Cognizant,3.9,Low Package,Good
S397,Ritvik Dyal,Female,Mechanical,80%,95%,80%,88%,Not Completed,60,84,92,4,2,Not Placed,,,Low Package,Excellent
S398,Indrajit Kari,Male,Civil,95%,76%,83%,93%,Not Completed,65,86,88,4,2,Not Placed,,,Low Package,Excellent
S399,Yashvi Dua,Female,IT,79%,74%,73%,85%,Not Completed,68,88,52,1,0,Placed,Capgemini,4.2,Low Package,Good
S400,Elakshi Shetty,Male,CS,76%,83%,75%,79%,Not Completed,52,79,56,3,1,Not Placed,,,Low Package,Good
S401,Jivin Bhavsar,Female,Civil,71%,91%,66%,84%,Not Completed,75,86,86,1,0,Placed,Cognizant,3.7,Low Package,Average
S402,Jhanvi Buch,Female,IT,74%,60%,84%,68%,Not Completed,71,72,53,3,0,Not Placed,,,Low Package,Excellent
S403,Gatik Apte,Male,CS,63%,85%,88%,97%,Completed,86,59,84,1,2,Not Placed,,,Low Package,Excellent
S404,Alisha Loke,Male,Electronics,85%,76%,65%,90%,Completed,75,59,68,5,3,Placed,Wipro,3.7,Low Package,Average
S405,Madhup Chander,Male,Electronics,93%,75%,75%,69%,Not Completed,80,85,58,3,1,Placed,Accenture,6.6,Medium Package,Good
S406,Vaibhav Sane,Female,Mechanical,72%,80%,82%,66%,Not Completed,86,55,93,3,2,Placed,Cognizant,6.7,Medium Package,Excellent
S407,Tushar Garde,Male,CS,83%,69%,65%,72%,Completed,78,89,89,6,2,Placed,Accenture,3.4,Low Package,Average
S408,Anahi Srivastava,Male,Mechanical,88%,90%,61%,86%,Completed,59,68,89,2,1,Placed,Wipro,9.2,High Package,Average
S409,Zeeshan Ravi,Male,IT,84%,93%,62%,81%,Completed,83,66,84,2,1,Placed,Capgemini,7.3,Medium Package,Average
S410,Indranil D’Alia,Male,Civil,60%,64%,84%,82%,Completed,94,89,62,6,2,Not Placed,,,Low Package,Excellent
S411,Hansh Bhatti,Male,Civil,92%,66%,80%,96%,Not Completed,68,91,51,5,0,Not Placed,,,Low Package,Excellent
S412,Manikya Gupta,Male,IT,75%,93%,79%,86%,Completed,82,79,62,4,1,Not Placed,,,Low Package,Good
S413,Tanya Kakar,Female,Mechanical,75%,92%,77%,68%,Not Completed,72,93,51,6,1,Not Placed,,,Low Package,Good
S414,Elakshi Agarwal,Female,CS,65%,84%,74%,91%,Not Completed,85,67,51,2,3,Placed,Infosys,6.1,Medium Package,Good
S415,Advika Dubey,Male,CS,68%,94%,72%,73%,Completed,88,71,69,3,3,Not Placed,,,Low Package,Good
S416,Ranbir Baral,Male,CS,80%,69%,61%,85%,Completed,91,86,59,4,3,Placed,Wipro,3.6,Low Package,Average
S417,Yasmin Som,Male,CS,61%,77%,74%,79%,Not Completed,90,67,78,2,2,Placed,Deloitte,4.7,Low Package,Good
S418,Krish Chokshi,Female,Mechanical,71%,84%,91%,95%,Completed,94,80,55,2,2,Placed,Capgemini,10.6,High Package,Excellent
S419,Indranil Kapadia,Male,CS,73%,64%,71%,93%,Completed,52,76,64,5,1,Placed,Wipro,11.6,High Package,Good
S420,Samar Iyengar,Male,Electronics,84%,80%,85%,98%,Not Completed,65,77,79,6,2,Not Placed,,,Low Package,Excellent
S421,Zara Joshi,Female,IT,95%,84%,63%,77%,Completed,79,52,78,3,0,Placed,Infosys,7.7,Medium Package,Average
S422,Jayesh Madan,Male,Electronics,69%,89%,88%,70%,Not Completed,68,79,69,6,3,Placed,Accenture,5.6,Medium Package,Excellent
S423,Mehul Kade,Female,Civil,61%,71%,89%,77%,Completed,94,84,87,4,1,Placed,Infosys,6.5,Medium Package,Excellent
